embed_dim,beta,row_penalty,col_penalty,rows_close_to_1,cols_close_to_1,row_max_abs_diff,row_mean_abs_diff,col_max_abs_diff,col_mean_abs_diff,num_correct_matches,accuracy,final_loss
1000,10,10,200,True,False,2.3841858e-07,2.4356396e-08,0.24079049,0.0013516389,15,0.0023715415019762848,5885.0888671875
